YSAMP_N,NEW_SAMP,MA_ID,WATER,SITE_N,,DATE_SET,DATE_COL,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,TIME_START,TIME_END,GEAR,GEAR_CODE,GEAR_CODE2,EFFORT,EFFORT_UNIT,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLER+AC:AGS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS,SHB_N,REACH_LENGTH_M,PASS
MWT.TPP.2021.082,MWT.TPP.2021.086,SAMP 82,TPP,3C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:30,11:15,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.083,MWT.TPP.2021.087,SAMP 83,TPP,2C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:30,11:23,MWT,MESH ,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,HOLE IN NET,NA,NA,NA
MWT.TPP.2021.084,MWT.TPP.2021.088,SAMP 84,TPP,2C,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:30,11:23,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.085,MWT.TPP.2021.089,SAMP 85,TPP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:35,11:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.086,MWT.TPP.2021.090,SAMP 86,TPP,2B ,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:35,11:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.087,MWT.TPP.2021.091,SAMP 87,TPP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:41,11:39,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.088,MWT.TPP.2021.092,SAMP 88,TPP,2A,,8/20/2021,8/21/2021,SUMMER,NA,NA,2021,NA,15:41,11:39,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.089,MWT.TPP.2021.093,SAMP 89,TPP,4B,,8/21/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:30,12:28,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.090,MWT.TPP.2021.094,SAMP 90,TPP,4C,,8/21/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:30,12:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.091,MWT.TPP.2021.095,SAMP 91,TPP,4D,,8/21/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:30,12:33,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.092,MWT.TPP.2021.096,SAMP 92,TPP,4A,,8/21/2021,8/21/2021,SUMMER,NA,NA,2021,NA,10:30,12:36,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.099.A,MWT.TPP.2021.097,SAMP 100,TPP,1B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,9:23,13:54,MWT,MPT,,,,,,,,,,,,,,,,,,,,,,,,
MWT.TPP.2021.105,MWT.TPP.2021.098,SAMP 99,TPP,1C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:30,13:56,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.102,MWT.TPP.2021.099,SAMP 97,TPP,1A,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,13:48,14:17,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.099,MWT.TPP.2021.100,SAMP 98,TPP,4A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,12:36,14:34,MWT,MESH,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,CONTINUED FROM OTHER SHEET? NOT SURE WHERE THIS SHEET IT,NA,NA,NA
MWT.TPP.2021.109,MWT.TPP.2021.101,SAMP 103,TPP,4B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,12:28,14:39,MWT,MESH ,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.110,MWT.TPP.2021.102,SAMP 109,TPP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,14:00,14:39,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,TRAP OPEN,NA,NA,NA
MWT.TPP.2021.106,MWT.TPP.2021.103,SAMP 104,TPP,4C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,12:30,14:41,MWT,MESH,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.108,MWT.TPP.2021.104,SAMP 101,TPP,3A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:35,14:51,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.112,MWT.TPP.2021.105,SAMP 102,TPP,3A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:35,14:51,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.113,MWT.TPP.2021.106,SAMP 112,TPP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,14:00,14:54,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.114,MWT.TPP.2021.107,SAMP 105,TPP,3B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:40,14:56,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.115,MWT.TPP.2021.108,SAMP 106,TPP,3B,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:40,14:56,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.107,MWT.TPP.2021.109,SAMP 107,TPP,3C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:47,14:59,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.104,MWT.TPP.2021.110,SAMP 108,TPP,3C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,10:47,14:59,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.123,MWT.TPP.2021.111,SAMP 114,TPP,1A,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,14:00,15:02,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.111,MWT.TPP.2021.112,SAMP 93,TPP,2C,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:15,15:29,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.119,MWT.TPP.2021.113,SAMP 94,TPP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:30,15:29,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.116,MWT.TPP.2021.114,SAMP 110,TPP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:00,15:39,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.121,MWT.TPP.2021.115,SAMP 113,TPP,1B,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,14:54,15:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.124,MWT.TPP.2021.116,SAMP 95,TPP,2B ,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:30,15:42,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.097,MWT.TPP.2021.117,SAMP 115,TPP,1A,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:02,15:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.098,MWT.TPP.2021.118,SAMP 96,TPP,2A,,8/21/2021,8/22/2021,SUMMER,NA,NA,2021,NA,11:35,15:52,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.100,MWT.TPP.2021.119,SAMP 111,TPP,1C,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:30,15:56,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.TPP.2021.101,MWT.TPP.2021.120,SAMP 116,TPP,1A,,8/22/2021,8/22/2021,SUMMER,NA,NA,2021,NA,15:45,16:05,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.013,MWT.LOP.2021.001,SAMP 148,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,9:47,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.014,MWT.LOP.2021.002,SAMP 149,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,9:49,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.001,MWT.LOP.2021.003,SAMP 150,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:05,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.002,MWT.LOP.2021.004,SAMP 151,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:10,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.003,MWT.LOP.2021.005,SAMP 154,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:25,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.004,MWT.LOP.2021.006,SAMP 155,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.005,MWT.LOP.2021.007,SAMP 156,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:30,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.006,MWT.LOP.2021.008,SAMP 157,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:30,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.007,MWT.LOP.2021.009,SAMP 152,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.008,MWT.LOP.2021.010,SAMP 153,LOP,2,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,10:50,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.009,MWT.LOP.2021.011,SAMP 134,LOP,1,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,11:00,12:44,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.010,MWT.LOP.2021.012,SAMP 135,LOP,1,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,11:00,12:47,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.011,MWT.LOP.2021.013,SAMP 132,LOP,1,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,17:00,13:13,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.012,MWT.LOP.2021.014,SAMP 133,LOP,1,,6/18/2021,6/19/2021,SUMMER,NA,NA,2021,NA,11:00,13:16,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.041,MWT.LOP.2021.015,SAMP 144,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,9:48,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.015,MWT.LOP.2021.016,SAMP 145,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.016,MWT.LOP.2021.017,SAMP 146,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:03,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.017,MWT.LOP.2021.018,SAMP 147,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:07,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.018,MWT.LOP.2021.019,SAMP 140,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:13,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.019,MWT.LOP.2021.020,SAMP 141,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:14,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.020,MWT.LOP.2021.021,SAMP 142,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:24,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.021,MWT.LOP.2021.022,SAMP 143,LOP,3 - this has to be some date/site/time boundary. ,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,10:34,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.022,MWT.LOP.2021.023,SAMP 136,LOP,2,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,11:00,12:14,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.023,MWT.LOP.2021.024,SAMP 137,LOP,2,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,11:00,12:20,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.024,MWT.LOP.2021.025,SAMP 138,LOP,2,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,11:00,12:23,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.025,MWT.LOP.2021.026,SAMP 139,LOP,2 - or maybe this is where the line should be? The common shiners seem to fit well within the 27 ,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,11:00,12:30,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.026,MWT.LOP.2021.027,SAMP 158,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,14:10,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.027,MWT.LOP.2021.028,SAMP 159,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,15:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.028,MWT.LOP.2021.029,SAMP 161,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,15:24,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.029,MWT.LOP.2021.030,SAMP 160,LOP,3,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:00,15:30,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.030,MWT.LOP.2021.031,SAMP 166,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,15:56,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.031,MWT.LOP.2021.032,SAMP 162,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:49,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.032,MWT.LOP.2021.033,SAMP 163,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:50,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.033,MWT.LOP.2021.034,SAMP 164,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:54,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.034,MWT.LOP.2021.035,SAMP 165,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:55,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.035,MWT.LOP.2021.036,SAMP 167,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:59,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.036,MWT.LOP.2021.037,SAMP 168,LOP,1,,6/19/2021,6/20/2021,SUMMER,NA,NA,2021,NA,12:30,17:59,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.037,MWT.LOP.2021.038,SAMP 117,LOP,1,,6/20/2021,6/20/2021,SUMMER,NA,NA,2021,NA,15:30,18:36,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.038,MWT.LOP.2021.039,SAMP 118,LOP,1,,6/20/2021,6/20/2021,SUMMER,NA,NA,2021,NA,15:30,18:41,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.039,MWT.LOP.2021.040,SAMP 119,LOP,1,,6/20/2021,6/20/2021,SUMMER,NA,NA,2021,NA,15:30,18:43,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.040,MWT.LOP.2021.041,SAMP 120,LOP,1,,6/20/2021,6/20/2021,SUMMER,NA,NA,2021,NA,15:30,18:53,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.050,MWT.LOP.2021.042,SAMP 129,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,9:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.051,MWT.LOP.2021.043,SAMP 130,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,9:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.052,MWT.LOP.2021.044,SAMP 131,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,9:50,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.042,MWT.LOP.2021.045,SAMP 126,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,10:00,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.043,MWT.LOP.2021.046,SAMP 127,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,10:15,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.044,MWT.LOP.2021.047,SAMP 128,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,10:45,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.045,MWT.LOP.2021.048,SAMP 121,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,11:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.046,MWT.LOP.2021.049,SAMP 122,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,11:10,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.047,MWT.LOP.2021.050,SAMP 123,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,11:30,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.048,MWT.LOP.2021.051,SAMP 124,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,11:35,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.049,MWT.LOP.2021.052,SAMP 125,LOP,1,,6/20/2021,6/21/2021,SUMMER,NA,NA,2021,NA,19:00,11:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.LOP.2021.073,MWT.LOP.2021.053,SAMP 169,LOP,3A,3A,8/19/2021,8/20/2021,SUMMER,NA,NA,2021,NA,16:30,9:53,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
