YSAMP_N,MA_ID,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,CREW,COMMENTS
MWT.LOP.2021.018,SAMP 139,LOP,2,6/19/2021,6/19/2021,11:00,12:30,SUMMER,19,6,2021,18,1.5,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.019,SAMP 144,LOP,3,6/19/2021,6/20/2021,12:00,9:48,SUMMER,20,6,2021,1,21.8,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.020,SAMP 145,LOP,3,6/19/2021,6/20/2021,12:00,10:00,SUMMER,20,6,2021,2,22,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.021,SAMP 146,LOP,3,6/19/2021,6/20/2021,12:00,10:03,SUMMER,20,6,2021,3,22.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.022,SAMP 147,LOP,3,6/19/2021,6/20/2021,12:00,10:07,SUMMER,20,6,2021,4,22.12,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.023,SAMP 140,TPP,3,6/19/2021,6/20/2021,12:00,10:13,SUMMER,20,6,2021,1,22.22,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.024,SAMP 141,LOP,3,6/19/2021,6/20/2021,12:00,10:14,SUMMER,20,6,2021,5,22.23,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.025,SAMP 142,LOP,3,6/19/2021,6/20/2021,12:00,10:24,SUMMER,20,6,2021,6,22.4,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.026,SAMP 143,LOP,3,6/19/2021,6/20/2021,12:00,10:34,SUMMER,20,6,2021,7,22.57,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.027,SAMP 158,LOP,3,6/19/2021,6/20/2021,12:00,14:10,SUMMER,20,6,2021,8,26.17,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.028,SAMP 159,LOP,3,6/19/2021,6/20/2021,12:00,15:15,SUMMER,20,6,2021,9,27.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.029,SAMP 161,LOP,3,6/19/2021,6/20/2021,12:30,15:24,SUMMER,20,6,2021,10,26.9,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.030,SAMP 160,LOP,3,6/20/2021,6/20/2021,15:10,15:30,SUMMER,20,6,2021,11,0.33,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.031,SAMP 166,LOP,2,6/19/2021,6/20/2021,12:30,15:56,SUMMER,20,6,2021,12,27.43,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.032,SAMP 162,LOP,2,6/19/2021,6/20/2021,12:30,17:49,SUMMER,20,6,2021,13,29.32,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.033,SAMP 163,LOP,2,6/19/2021,6/20/2021,12:30,17:50,SUMMER,20,6,2021,14,29.33,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.034,SAMP 164,LOP,2,6/19/2021,6/20/2021,12:30,17:54,SUMMER,20,6,2021,15,29.4,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.035,SAMP 165,LOP,2,6/19/2021,6/20/2021,12:30,17:55,SUMMER,20,6,2021,16,29.42,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.036,SAMP 167,LOP,2,6/19/2021,6/20/2021,12:30,17:59,SUMMER,20,6,2021,17,29.48,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.037,SAMP 168,LOP,2,6/19/2021,6/20/2021,12:30,17:59,SUMMER,20,6,2021,18,29.48,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.038,SAMP 117,LOP,1,6/20/2021,6/20/2021,15:30,18:36,SUMMER,20,6,2021,19,3.1,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.039,SAMP 118,LOP,1,6/20/2021,6/20/2021,15:30,18:41,SUMMER,20,6,2021,20,3.18,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.040,SAMP 119,LOP,1,6/20/2021,6/20/2021,15:30,18:43,SUMMER,20,6,2021,21,3.22,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.041,SAMP 120,LOP,1,6/20/2021,6/20/2021,15:30,18:53,SUMMER,20,6,2021,22,3.38,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.042,SAMP 129,LOP,1,6/20/2021,6/21/2021,19:00,9:30,SUMMER,21,6,2021,1,14.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.043,SAMP 130,LOP,1,6/20/2021,6/21/2021,19:00,9:45,SUMMER,21,6,2021,2,14.75,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.044,SAMP 131,LOP,1,6/20/2021,6/21/2021,19:00,9:50,SUMMER,21,6,2021,3,14.83,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.045,SAMP 126,LOP,1,6/20/2021,6/21/2021,19:00,10:00,SUMMER,21,6,2021,4,15,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.046,SAMP 127,LOP,1,6/20/2021,6/21/2021,19:00,10:15,SUMMER,21,6,2021,5,15.25,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.047,SAMP 128,LOP,1,6/20/2021,6/21/2021,19:00,10:45,SUMMER,21,6,2021,6,15.75,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.048,SAMP 121,LOP,1,6/20/2021,6/21/2021,19:00,11:00,SUMMER,21,6,2021,7,16,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.049,SAMP 122,LOP,1,6/20/2021,6/21/2021,19:00,11:10,SUMMER,21,6,2021,8,16.17,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.050,SAMP 123,LOP,1,6/20/2021,6/21/2021,19:00,11:30,SUMMER,21,6,2021,9,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.051,SAMP 124,LOP,1,6/20/2021,6/21/2021,19:00,11:35,SUMMER,21,6,2021,10,16.58,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.LOP.2021.052,SAMP 125,LOP,1,6/20/2021,6/21/2021,19:00,11:40,SUMMER,21,6,2021,11,16.67,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.053,SAMP 169,LOP,3A,8/19/2021,8/20/2021,16:30,9:53,SUMMER,20,8,2021,1,17.38,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.054,SAMP 170,LOP,3A,8/19/2021,8/20/2021,16:30,9:55,SUMMER,20,8,2021,2,17.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.055,SAMP 171,LOP,3B,8/19/2021,8/20/2021,16:30,10:07,SUMMER,20,8,2021,3,17.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.056,SAMP 172,LOP,3B,8/19/2021,8/20/2021,16:30,10:10,SUMMER,20,8,2021,4,17.67,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.057,SAMP 175,LOP,2C,8/19/2021,8/20/2021,16:30,10:37,SUMMER,20,8,2021,5,18.12,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.058,SAMP 176,LOP,2C,8/19/2021,8/20/2021,16:30,10:37,SUMMER,20,8,2021,6,18.12,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.059,SAMP 173,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.060,SAMP 174,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,8,18.82,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.061,SAMP 177,LOP,2B,8/19/2021,8/20/2021,16:30,11:29,SUMMER,20,8,2021,9,18.98,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.062,SAMP 178,LOP,2B,8/19/2021,8/20/2021,16:30,11:29,SUMMER,20,8,2021,10,18.98,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.063,SAMP 179,LOP,2A,8/19/2021,8/20/2021,16:30,11:58,SUMMER,20,8,2021,11,19.47,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.064,SAMP 180,LOP,2A,8/19/2021,8/20/2021,16:30,11:58,SUMMER,20,8,2021,12,19.47,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.065,SAMP 181,LOP,1C,8/19/2021,8/20/2021,16:30,12:04,SUMMER,20,8,2021,13,20.2,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.066,SAMP 182,LOP,1C,8/19/2021,8/20/2021,16:30,12:04,SUMMER,20,8,2021,14,20.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.067,SAMP 183,LOP,1A,8/19/2021,8/20/2021,16:30,12:30,SUMMER,20,8,2021,15,20,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.068,SAMP 184,LOP,1A,8/19/2021,8/20/2021,16:30,12:30,SUMMER,20,8,2021,16,20,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.069,SAMP 185,LOP,1B,8/19/2021,8/20/2021,16:30,12:40,SUMMER,20,8,2021,17,20.17,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.070,SAMP 186,LOP,1B,8/19/2021,8/20/2021,16:30,12:40,SUMMER,20,8,2021,18,20.17,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.071,SAMP 187,LOP,1B,8/20/2021,8/21/2021,12:40,14:25,SUMMER,21,8,2021,1,25.75,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.072,SAMP 188,LOP,1B,8/20/2021,8/21/2021,12:40,14:25,SUMMER,21,8,2021,2,25.75,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.073,SAMP 189,LOP,1C,8/20/2021,8/21/2021,12:04,14:37,SUMMER,21,8,2021,3,25.92,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.074,SAMP 190,LOP,1C,8/20/2021,8/21/2021,12:04,14:37,SUMMER,21,8,2021,4,25.92,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.075,SAMP 229,LOP,1A,8/20/2021,8/21/2021,16:30,10:36,SUMMER,21,8,2021,5,18.1,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.076,SAMP 230,LOP,1A,8/20/2021,8/21/2021,16:30,10:36,SUMMER,21,8,2021,6,18.1,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.077,SAMP 231,LOP,2B,8/20/2021,8/21/2021,16:30,11:27,SUMMER,21,8,2021,7,18.95,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.078,SAMP 232,LOP,2B,8/20/2021,8/21/2021,16:30,11:27,SUMMER,21,8,2021,8,18.95,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.079,SAMP 233,LOP,2A,8/20/2021,8/21/2021,11:29,11:29,SUMMER,21,8,2021,9,24,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.080,SAMP 234,LOP,2A,8/20/2021,8/21/2021,11:29,11:29,SUMMER,21,8,2021,10,24,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.081,SAMP 191,LOP,3B,8/20/2021,8/21/2021,10:07,15:14,SUMMER,21,8,2021,11,29.11,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.082,SAMP 192,LOP,3B,8/20/2021,8/21/2021,10:07,15:14,SUMMER,21,8,2021,12,29.11,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.083,SAMP 195,LOP,3A,8/20/2021,8/21/2021,9:53,15:25,SUMMER,21,8,2021,13,29.54,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.084,SAMP 196,LOP,3A,8/20/2021,8/21/2021,9:53,15:25,SUMMER,21,8,2021,14,29.54,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.085,SAMP 193,LOP,3C,8/20/2021,8/21/2021,11:19,16:03,SUMMER,21,8,2021,15,29.18,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.086,SAMP 194,LOP,3C,8/20/2021,8/21/2021,11:19,16:03,SUMMER,21,8,2021,16,29.18,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.087,SAMP 205,LOP,2A,8/20/2021,8/21/2021,16:30,16:04,SUMMER,21,8,2021,17,24.2,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.088,SAMP 206,LOP,2A,8/20/2021,8/21/2021,16:30,16:04,SUMMER,21,8,2021,18,24.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.089,SAMP 199,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.090,SAMP 200,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,20,0.62,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.091,SAMP 201,LOP,2A,8/21/2021,8/21/2021,16:04,16:40,SUMMER,21,8,2021,21,-0.03,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.092,SAMP 202,LOP,2A,8/21/2021,8/21/2021,16:04,16:40,SUMMER,21,8,2021,22,-0.03,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.093,SAMP 197,LOP,2C,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,23,24.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.094,SAMP 198,LOP,2C,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,24,24.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.095,SAMP 203,LOP,2B,8/20/2021,8/21/2021,16:30,16:57,SUMMER,21,8,2021,25,24.45,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.096,SAMP 204,LOP,2B,8/20/2021,8/21/2021,16:30,16:57,SUMMER,21,8,2021,26,24.45,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.097,SAMP 207,LOP,1A,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,27,24.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.098,SAMP 208,LOP,1A,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,28,24.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.100,SAMP 216,LOP,1B,8/21/2021,8/22/2021,17:00,9:14,SUMMER,22,8,2021,1,16.23,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.101,SAMP 217,LOP,1B,8/21/2021,8/22/2021,17:00,9:14,SUMMER,22,8,2021,2,16.23,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.102,SAMP 620,LOP,1B,8/22/2021,8/22/2021,9:00,9:30,SUMMER,22,8,2021,3,0.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.103,SAMP 621,LOP,1B,8/22/2021,8/22/2021,9:00,9:30,SUMMER,22,8,2021,4,0.5,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.104,SAMP 209,LOP,2A,8/21/2021,8/22/2021,16:04,9:37,SUMMER,22,8,2021,5,16.92,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.105,SAMP 210,LOP,2A,8/21/2021,8/22/2021,16:04,9:37,SUMMER,22,8,2021,6,16.92,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.106,SAMP 618,LOP,1C,8/21/2021,8/22/2021,15:15,9:41,SUMMER,22,8,2021,7,18.43,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.107,SAMP 619,LOP,1C,8/21/2021,8/22/2021,15:15,9:41,SUMMER,22,8,2021,8,18.43,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.108,SAMP 211,LOP,2B,8/21/2021,8/22/2021,15:57,9:44,SUMMER,22,8,2021,9,17.78,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.109,SAMP 212,LOP,2B,8/21/2021,8/22/2021,15:57,9:44,SUMMER,22,8,2021,10,17.78,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.110,SAMP 213,LOP,2C,8/21/2021,8/22/2021,15:45,9:48,SUMMER,22,8,2021,11,18.05,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.111,SAMP 214,LOP,2C,8/21/2021,8/22/2021,15:45,9:48,SUMMER,22,8,2021,12,18.05,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.112,SAMP 215,LOP,2C,8/21/2021,8/22/2021,15:45,9:48,SUMMER,22,8,2021,13,18.05,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.113,SAMP 218,LOP,3A,8/21/2021,8/22/2021,15:25,10:06,SUMMER,22,8,2021,14,18.68,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.114,SAMP 219,LOP,3A,8/21/2021,8/22/2021,15:25,10:06,SUMMER,22,8,2021,15,18.68,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.115,SAMP 622,LOP,1C,8/22/2021,8/22/2021,9:41,10:12,SUMMER,22,8,2021,16,0.52,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.116,SAMP 22.5,LOP,1C,8/22/2021,8/22/2021,9:41,10:12,SUMMER,22,8,2021,17,0.52,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.117,SAMP 220,LOP,3B,8/21/2021,8/22/2021,15:14,10:13,SUMMER,22,8,2021,18,18.99,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.118,SAMP 221,LOP,3B,8/21/2021,8/22/2021,15:14,10:13,SUMMER,22,8,2021,19,18.99,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.119,SAMP 222,LOP,3C,8/21/2021,8/22/2021,16:03,10:19,SUMMER,22,8,2021,20,17.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.120,SAMP 223,LOP,3C,8/21/2021,8/22/2021,16:03,10:19,SUMMER,22,8,2021,21,17.82,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.121,SAMP 623,LOP,1C,8/22/2021,8/22/2021,10:12,11:14,SUMMER,22,8,2021,22,1.03,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.122,SAMP 624,LOP,1C,8/22/2021,8/22/2021,10:12,11:17,SUMMER,22,8,2021,23,1.08,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.123,SAMP 625,LOP,1B,8/22/2021,8/22/2021,9:52,11:25,SUMMER,22,8,2021,24,1.55,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.124,SAMP 626,LOP,1B,8/22/2021,8/22/2021,9:52,11:25,SUMMER,22,8,2021,25,1.55,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.125,SAMP 627,LOP,1C,8/22/2021,8/22/2021,11:25,11:55,SUMMER,22,8,2021,26,0.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.LOP.2021.126,SAMP 628,LOP,1C,8/22/2021,8/22/2021,11:25,11:55,SUMMER,22,8,2021,27,0.5,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.LOP.2021.127,SAMP 629,LOP,1B,8/22/2021,8/22/2021,11:25,11:55,SUMMER,22,8,2021,28,0.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.001,SAMP 243,WFL,1A,9/9/2021,9/10/2021,16:30,9:30,FALL,10,9,2021,1,17,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.002,SAMP 244,WFL,1A,9/9/2021,9/10/2021,16:30,9:30,FALL,10,9,2021,2,17,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.003,SAMP 235,WFL,1B,9/9/2021,9/10/2021,16:30,10:00,FALL,10,9,2021,3,17.5,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.004,SAMP 236,WFL,1B,9/9/2021,9/10/2021,16:30,10:00,FALL,10,9,2021,4,17.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.005,SAMP 245,WFL,1C,9/9/2021,9/10/2021,16:30,10:15,FALL,10,9,2021,5,17.75,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.006,SAMP 246,WFL,1C,9/9/2021,9/10/2021,16:30,10:15,FALL,10,9,2021,6,17.75,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.007,SAMP 237,WFL,2A,9/9/2021,9/10/2021,16:00,10:36,FALL,10,9,2021,7,18.6,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.008,SAMP 238,WFL,2A,9/9/2021,9/10/2021,16:00,10:36,FALL,10,9,2021,8,18.6,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.009,SAMP 239,WFL,2B,9/9/2021,9/10/2021,16:00,11:01,FALL,10,9,2021,9,19.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.010,SAMP 240,WFL,2B,9/9/2021,9/10/2021,16:00,11:01,FALL,10,9,2021,10,19.2,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.011,SAMP 241,WFL,2C,9/9/2021,9/10/2021,16:00,11:20,FALL,10,9,2021,11,19.33,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.012,SAMP 242,WFL,2C,9/9/2021,9/10/2021,16:00,11:20,FALL,10,9,2021,12,19.33,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.013,SAMP 247,WFL,2D,9/9/2021,9/10/2021,16:00,11:40,FALL,10,9,2021,13,19.67,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.014,SAMP 248,WFL,2D,9/9/2021,9/10/2021,16:00,11:40,FALL,10,9,2021,14,19.67,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.015,SAMP 249,WFL,2E,9/9/2021,9/10/2021,16:00,11:50,FALL,10,9,2021,15,19.83,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.016,SAMP 250,WFL,2E,9/9/2021,9/10/2021,16:00,11:50,FALL,10,9,2021,16,19.83,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.017,SAMP 251,WFL,3A,9/9/2021,9/10/2021,15:30,12:30,FALL,10,9,2021,17,21,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.018,SAMP 252,WFL,3A,9/9/2021,9/10/2021,15:30,12:30,FALL,10,9,2021,18,21,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.019,SAMP 253,WFL,3B,9/9/2021,9/10/2021,15:30,12:40,FALL,10,9,2021,19,21.17,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.020,SAMP 254,WFL,3B,9/9/2021,9/10/2021,15:30,12:40,FALL,10,9,2021,20,21.17,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.021,SAMP 255,WFL,3C,9/9/2021,9/10/2021,15:30,13:00,FALL,10,9,2021,21,21.5,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.022,SAMP 256,WFL,3C,9/9/2021,9/10/2021,15:30,13:00,FALL,10,9,2021,22,21.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.023,SAMP 257,WFL,2S,9/9/2021,9/10/2021,16:00,14:40,FALL,10,9,2021,23,22.67,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.024,SAMP 258,WFL,1A,9/10/2021,9/11/2021,9:30,10:45,FALL,11,9,2021,1,25.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.025,SAMP 259,WFL,1A,9/10/2021,9/11/2021,9:30,10:45,FALL,11,9,2021,2,25.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.026,SAMP 260,WFL,1B,9/10/2021,9/11/2021,10:00,11:04,FALL,11,9,2021,3,25.7,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.027,SAMP 261,WFL,1B,9/10/2021,9/11/2021,10:00,11:04,FALL,11,9,2021,4,25.7,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.028,SAMP 262,WFL,1C,9/10/2021,9/11/2021,10:15,11:16,FALL,11,9,2021,5,25.02,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.029,SAMP 263,WFL,1C,9/10/2021,9/11/2021,10:15,11:16,FALL,11,9,2021,6,25.02,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.030,SAMP 264,WFL,1C,9/10/2021,9/11/2021,10:15,11:16,FALL,11,9,2021,7,25.02,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.031,SAMP 265,WFL,2S,9/10/2021,9/11/2021,14:40,11:29,FALL,11,9,2021,8,20.81,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.032,SAMP 266,WFL,2A,9/10/2021,9/11/2021,10:36,11:41,FALL,11,9,2021,9,25.08,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.033,SAMP 267,WFL,2A,9/10/2021,9/11/2021,10:36,11:41,FALL,11,9,2021,10,25.08,HOURS,MWT,MPT,,"MEA, DAW, NSL",
MWT.WFL.2021.034,SAMP 268,WFL,2B,9/10/2021,9/11/2021,11:01,11:56,FALL,11,9,2021,11,24.73,HOURS,MWT,MESH,,"MEA, DAW, NSL",
MWT.WFL.2021.035,SAMP 269,WFL,2B,9/10/2021,9/11/2021,11:01,11:56,FALL,11,9,2021,12,24.73,HOURS,MWT,MMT,,"MEA, DAW, NSL",
MWT.WFL.2021.036,SAMP 270,WFL,2B,9/10/2021,9/11/2021,11:01,11:56,FALL,11,9,2021,13,24.73,HOURS,MWT,MPT,,"MEA, DAW, NSL",
