YSAMP,SAMP_N,GROUP,MONTH
DPN.SEL.2023.003,OD.SEL.2023.345,MACROINVERTEBRATES,
DPN.SEL.2023.003,OD.SEL.2023.346,MACROINVERTEBRATES,
DPN.SEL.2023.003,OD.SEL.2023.347,MACROINVERTEBRATES,
SHS.SEL.2023.002,EP.SEL.2023.348,MACROINVERTEBRATES,
SHS.SEL.2023.002,EP.SEL.2023.349,MACROINVERTEBRATES,
SHS.SEL.2023.002,EP.SEL.2023.350,MACROINVERTEBRATES,
SHS.SEL.2023.002,EP.SEL.2023.351,MACROINVERTEBRATES,
SHS.SEL.2023.002,EP.SEL.2023.352,MACROINVERTEBRATES,
SHS.SEL.2023.002,CO.SEL.2023.353,MACROINVERTEBRATES,
SHS.SEL.2023.003,EP.SEL.2023.354,MACROINVERTEBRATES,
SHS.SEL.2023.003,EP.SEL.2023.355,MACROINVERTEBRATES,
SHS.SEL.2023.003,EP.SEL.2023.356,MACROINVERTEBRATES,
SHS.SEL.2023.003,EP.SEL.2023.357,MACROINVERTEBRATES,
SHS.SEL.2023.003,EP.SEL.2023.358,MACROINVERTEBRATES,
SHS.SEL.2023.003,CO.SEL.2023.353,MACROINVERTEBRATES,
SHS.SEL.2023.003,TR.SEL.2023.359,MACROINVERTEBRATES,
SHS.SEL.2023.003,BI.SEL.2023.360,MACROINVERTEBRATES,
SHS.ECL.2023.002,DI.ECL.2023.361,MACROINVERTEBRATES,
SHS.ECL.2023.002,OD.ECL.2023.362,MACROINVERTEBRATES,
SHS.ECL.2023.002,OD.ECL.2023.363,MACROINVERTEBRATES,
SHS.ECL.2023.002,OD.ECL.2023.364,MACROINVERTEBRATES,
SHS.ECL.2023.002,OD.ECL.2023.365,MACROINVERTEBRATES,
SHS.ECL.2023.001,DI.ECL.2023.366,MACROINVERTEBRATES,
SHS.ECL.2023.001,OD.ECL.2023.367,MACROINVERTEBRATES,
SHS.ECL.2023.001,OD.ECL.2023.368,MACROINVERTEBRATES,
SHS.ECL.2023.001,OD.ECL.2023.369,MACROINVERTEBRATES,
SHS.ECL.2023.003,DI.ECL.2023.370,MACROINVERTEBRATES,
SHS.ECL.2023.004,DI.ECL.2023.370,MACROINVERTEBRATES,
DPN.ECL.2023.001,OD.ECL.2023.371,MACROINVERTEBRATES,
DPN.ECL.2023.001,OD.ECL.2023.372,MACROINVERTEBRATES,
DPN.ECL.2023.001,CO.ECL.2023.373,MACROINVERTEBRATES,
DPN.ECL.2023.001,HE.ECL.2023.374,MACROINVERTEBRATES,
DPN.ECL.2023.001,UNIDENTIFIED,MACROINVERTEBRATES,
DPN.ECL.2023.002,DI.ECL.2023.370,MACROINVERTEBRATES,
DPN.ECL.2023.002,OD.ECL.2023.375,MACROINVERTEBRATES,
DPN.ECL.2023.002,HE.ECL.2023.376,MACROINVERTEBRATES,
DPN.ECL.2023.002,HE.ECL.2023.377,MACROINVERTEBRATES,
DPN.ECL.2023.003,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.ECL.2023.003,HE.ECL.2023.378,MACROINVERTEBRATES,
DPN.ECL.2023.003,DI.ECL.2023.379,MACROINVERTEBRATES,
DPN.ECL.2023.003,OD.ECL.2023.380,MACROINVERTEBRATES,
DPN.ECL.2023.004,OD.ECL.2023.381,MACROINVERTEBRATES,
DPN.ECL.2023.004,OD.ECL.2023.382,MACROINVERTEBRATES,
DPN.ECL.2023.004,OD.ECL.2023.383,MACROINVERTEBRATES,
DPN.ECL.2023.004,OD.ECL.2023.384,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.385,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.386,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.387,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.388,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.389,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.390,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.391,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.392,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.393,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.394,MACROINVERTEBRATES,
SHS.MSL.2023.002,EP.MSL.2023.395,MACROINVERTEBRATES,
SHS.MSL.2023.002,OD.MSL.2023.396,MACROINVERTEBRATES,
SHS.MSL.2023.002,OD.MSL.2023.397,MACROINVERTEBRATES,
SHS.MSL.2023.002,OD.MSL.2023.398,MACROINVERTEBRATES,
SHS.MSL.2023.002,OD.MSL.2023.399,MACROINVERTEBRATES,
SHS.MSL.2023.002,AM.MSL.2023.400,MACROINVERTEBRATES,
SHS.MSL.2023.002,CO.MSL.2023.401,MACROINVERTEBRATES,
SHS.MSL.2023.002,GA.MSL.2023.402,MACROINVERTEBRATES,
DPN.MSL.2023.002,AM.MSL.2023.403,MACROINVERTEBRATES,
DPN.MSL.2023.002,OD.MSL.2023.404,MACROINVERTEBRATES,
DPN.MSL.2023.002,OD.MSL.2023.405,MACROINVERTEBRATES,
DPN.MSL.2023.002,OD.MSL.2023.406,MACROINVERTEBRATES,
DPN.MSL.2023.002,OD.MSL.2023.407,MACROINVERTEBRATES,
DPN.MSL.2023.002,TR.MSL.2023.408,MACROINVERTEBRATES,
SHS.LCL.2023.001,HE.LCL.2023.409,MACROINVERTEBRATES,
SHS.LCL.2023.001,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.410,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.411,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.412,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.413,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.414,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.415,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.416,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.417,MACROINVERTEBRATES,
DPN.LCL.2023.001,OD.LCL.2023.418,MACROINVERTEBRATES,
DPN.LCL.2023.001,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.LCL.2023.001,HE.LCL.2023.419,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.420,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.421,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.422,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.423,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.424,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.425,MACROINVERTEBRATES,
DPN.LCL.2023.003,OD.LCL.2023.426,MACROINVERTEBRATES,
DPN.LCL.2023.003,EP.LCL.2023.427,MACROINVERTEBRATES,
DPN.LCL.2023.003,HE.LCL.2023.428,MACROINVERTEBRATES,
DPN.LCL.2023.002,HE.LCL.2023.429,MACROINVERTEBRATES,
DPN.LCL.2023.002,HE.LCL.2023.430,MACROINVERTEBRATES,
DPN.LCL.2023.002,EP.LCL.2023.427,MACROINVERTEBRATES,
DPN.LCL.2023.002,HE.LCL.2023.431,MACROINVERTEBRATES,
DPN.LCL.2023.002,HE.LCL.2023.432,MACROINVERTEBRATES,
DPN.LCL.2023.002,OD.LCL.2023.433,MACROINVERTEBRATES,
DPN.LCL.2023.002,OD.LCL.2023.434,MACROINVERTEBRATES,
DPN.LCL.2023.002,OD.LCL.2023.435,MACROINVERTEBRATES,
DPN.LCL.2023.002,OD.LCL.2023.436,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.437,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.438,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.439,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.440,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.441,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.442,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.443,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.444,MACROINVERTEBRATES,
SHS.DTL.2023.002,EP.DTL.2023.445,MACROINVERTEBRATES,
SHS.DTL.2023.002,CO.DTL.2023.446,MACROINVERTEBRATES,
DPN.DTL.2023.002,TR.DTL.2023.447,MACROINVERTEBRATES,
DPN.DTL.2023.002,TR.DTL.2023.448,MACROINVERTEBRATES,
DPN.DTL.2023.002,CO.DTL.2023.449,MACROINVERTEBRATES,
DPN.DTL.2023.002,AM.DTL.2023.450,MACROINVERTEBRATES,
DPN.DTL.2023.002,EP.DTL.2023.451,MACROINVERTEBRATES,
DPN.DTL.2023.002,EP.DTL.2023.452,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.453,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.454,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.455,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.456,MACROINVERTEBRATES,
DPN.DTL.2023.002,EP.DTL.2023.457,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.458,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.459,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.460,MACROINVERTEBRATES,
DPN.DTL.2023.002,OD.DTL.2023.461,MACROINVERTEBRATES,
DPN.DTL.2023.002,GA.DTL.2023.462,MACROINVERTEBRATES,
DPN.DTL.2023.004,EP.DTL.2023.463,MACROINVERTEBRATES,
DPN.DTL.2023.004,TR.DTL.2023.464,MACROINVERTEBRATES,
DPN.DTL.2023.004,TR.DTL.2023.465,MACROINVERTEBRATES,
DPN.DTL.2023.004,TR.DTL.2023.466,MACROINVERTEBRATES,
DPN.DTL.2023.004,GA.DTL.2023.467,MACROINVERTEBRATES,
DPN.DTL.2023.004,DI.DTL.2023.468,MACROINVERTEBRATES,
SHS.DTL.2023.004,EP.DTL.2023.469,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.470,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.471,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.472,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.473,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.474,MACROINVERTEBRATES,
SHS.DTL.2023.004,TR.DTL.2023.475,MACROINVERTEBRATES,
SHS.DTL.2023.004,NULL.DEGRADED,MACROINVERTEBRATES,
SHS.DTL.2023.001,OD.DTL.2023.476,MACROINVERTEBRATES,
SHS.DTL.2023.001,OD.DTL.2023.477,MACROINVERTEBRATES,
SHS.DTL.2023.001,GA.DTL.2023.478,MACROINVERTEBRATES,
SHS.DTL.2023.001,TR.DTL.2023.479,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.480,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.481,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.482,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.483,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.484,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.485,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.486,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.487,MACROINVERTEBRATES,
DPN.DTL.2023.001,OD.DTL.2023.488,MACROINVERTEBRATES,
DPN.DTL.2023.001,AM.DTL.2023.489,MACROINVERTEBRATES,
DPN.DTL.2023.001,DI.DTL.2023.490,MACROINVERTEBRATES,
DPN.DTL.2023.001,EP.DTL.2023.491,MACROINVERTEBRATES,
DPN.DTL.2023.001,EP.DTL.2023.492,MACROINVERTEBRATES,
DPN.DTL.2023.001,NULL.LOST,MACROINVERTEBRATES,
DPN.DTL.2023.003,EP.DTL.2023.493,MACROINVERTEBRATES,
DPN.DTL.2023.003,OD.DTL.2023.494,MACROINVERTEBRATES,
DPN.DTL.2023.003,OD.DTL.2023.495,MACROINVERTEBRATES,
DPN.DTL.2023.003,OD.DTL.2023.496,MACROINVERTEBRATES,
DPN.DTL.2023.003,OD.DTL.2023.497,MACROINVERTEBRATES,
DPN.DTL.2023.003,HE.DTL.2023.498,MACROINVERTEBRATES,
SHS.DTL.2023.005,EP.DTL.2023.499,MACROINVERTEBRATES,
SHS.DTL.2023.005,EP.DTL.2023.500,MACROINVERTEBRATES,
SHS.DTL.2023.005,EP.DTL.2023.501,MACROINVERTEBRATES,
SHS.MSL.2023.003,EP.MSL.2023.502,MACROINVERTEBRATES,
SHS.MSL.2023.003,EP.MSL.2023.503,MACROINVERTEBRATES,
SHS.MSL.2023.003,GA.MSL.2023.504,MACROINVERTEBRATES,
SHS.MSL.2023.003,GA.MSL.2023.505,MACROINVERTEBRATES,
SHS.MSL.2023.003,AM.MSL.2023.506,MACROINVERTEBRATES,
DPN.MSL.2023.003,EP.MSL.2023.507,MACROINVERTEBRATES,
DPN.MSL.2023.003,CO.MSL.2023.508,MACROINVERTEBRATES,
DPN.MSL.2023.003,EP.MSL.2023.509,MACROINVERTEBRATES,
DPN.MSL.2023.003,AM.MSL.2023.510,MACROINVERTEBRATES,
DPN.MSL.2023.003,GA.MSL.2023.511,MACROINVERTEBRATES,
DPN.MSL.2023.003,GA.MSL.2023.512,MACROINVERTEBRATES,
DPN.MSL.2023.003,GA.MSL.2023.513,MACROINVERTEBRATES,
DPN.MSL.2023.003,MO.MSL.2023.514,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.515,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.516,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.517,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.518,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.519,MACROINVERTEBRATES,
DPN.MSL.2023.003,OD.MSL.2023.520,MACROINVERTEBRATES,
SHS.MSL.2023.005,?,MACROINVERTEBRATES,
SHS.MSL.2023.004,OD.MSL.2023.521,MACROINVERTEBRATES,
SHS.MSL.2023.004,EP.MSL.2023.522,MACROINVERTEBRATES,
SHS.MSL.2023.004,EP.MSL.2023.523,MACROINVERTEBRATES,
SHS.MSL.2023.004,AM.MSL.2023.524,MACROINVERTEBRATES,
SHS.MSL.2023.004,GA.MSL.2023.525,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.526,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.527,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.528,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.529,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.530,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.531,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.532,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.533,MACROINVERTEBRATES,
DPN.MSL.2023.004,EP.MSL.2023.534,MACROINVERTEBRATES,
DPN.MSL.2023.004,EP.MSL.2023.535,MACROINVERTEBRATES,
DPN.MSL.2023.004,EP.MSL.2023.536,MACROINVERTEBRATES,
DPN.MSL.2023.004,AM.MSL.2023.537,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.538,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.539,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.540,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.541,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.542,MACROINVERTEBRATES,
DPN.MSL.2023.004,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.MSL.2023.004,MO.MSL.2023.543,MACROINVERTEBRATES,
DPN.MSL.2023.004,MO.MSL.2023.544,MACROINVERTEBRATES,
DPN.MSL.2023.004,GA.MSL.2023.545,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.546,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.547,MACROINVERTEBRATES,
DPN.MSL.2023.004,OD.MSL.2023.548,MACROINVERTEBRATES,
SHS.MSL.2023.006,OD.MSL.2023.549,MACROINVERTEBRATES,
SHS.MSL.2023.006,GA.MSL.2023.550,MACROINVERTEBRATES,
SHS.MSL.2023.006,GA.MSL.2023.551,MACROINVERTEBRATES,
SHS.MSL.2023.006,GA.MSL.2023.552,MACROINVERTEBRATES,
DPN.MSL.2023.005,AM.MSL.2023.553,MACROINVERTEBRATES,
DPN.MSL.2023.005,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.MSL.2023.005,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.MSL.2023.005,EP.MSL.2023..554,MACROINVERTEBRATES,
DPN.MSL.2023.005,OD.MSL.2023.555,MACROINVERTEBRATES,
DPN.MSL.2023.005,OD.MSL.2023.556,MACROINVERTEBRATES,
DPN.MSL.2023.005,OD.MSL.2023.557,MACROINVERTEBRATES,
DPN.MSL.2023.006,OD.MSL.2023.558,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.559,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.560,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.561,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.562,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.563,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.564,MACROINVERTEBRATES,
DPN.MSL.2023.007,OD.MSL.2023.565,MACROINVERTEBRATES,
SHS.MSL.2023.007,EP.MSL.2023.566,MACROINVERTEBRATES,
DPN.MSL.2023.008,EP.MSL.2023.567,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.568,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.569,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.570,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.571,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.572,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.573,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.574,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.575,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.576,MACROINVERTEBRATES,
DPN.MSL.2023.008,NULL.degraded,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.577,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.578,MACROINVERTEBRATES,
DPN.MSL.2023.008,OD.MSL.2023.579,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.580,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.581,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.582,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.583,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.584,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.585,MACROINVERTEBRATES,
SHS.MSL.2023.008,EP.MSL.2023.586,MACROINVERTEBRATES,
SHS.MSL.2023.009,EP.MSL.2023.587,MACROINVERTEBRATES,
SHS.MSL.2023.009,EP.MSL.2023.588,MACROINVERTEBRATES,
SHS.MSL.2023.009,EP.MSL.2023.589,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.590,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.591,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.592,MACROINVERTEBRATES,
DPN.MSL.2023.009,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.MSL.2023.009,GA.MSL.2023.593,MACROINVERTEBRATES,
DPN.MSL.2023.009,EP.MSL.2023.594,MACROINVERTEBRATES,
DPN.MSL.2023.009,NULL.DISCARDED,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.595,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.596,MACROINVERTEBRATES,
DPN.MSL.2023.009,OD.MSL.2023.597,MACROINVERTEBRATES,
DPN.DTL.2023.005,OD.DTL.2023.598,MACROINVERTEBRATES,
DPN.DTL.2023.005,OD.DTL.2023.599,MACROINVERTEBRATES,
DPN.DTL.2023.005,OD.DTL.2023.600,MACROINVERTEBRATES,
DPN.DTL.2023.005,AM.DTL.2023.601,MACROINVERTEBRATES,
DPN.DTL.2023.005,NULL.LOST,MACROINVERTEBRATES,
DPN.DTL.2023.005,OD.DTL.2023.602,MACROINVERTEBRATES,
SHS.DTL.2023.007,OD.DTL.2023.603,MACROINVERTEBRATES,
SHS.DTL.2023.007,CO.DTL.2023.604,MACROINVERTEBRATES,
SHS.DTL.2023.007,AM.DTL.2023.605,MACROINVERTEBRATES,
SHS.DTL.2023.007,EP.DTL.2023.606,MACROINVERTEBRATES,
SHS.DTL.2023.007,EP.DTL.2023.607,MACROINVERTEBRATES,
SHS.DTL.2023.007,EP.DTL.2023.608,MACROINVERTEBRATES,
SHS.DTL.2023.007,EP.DTL.2023.609,MACROINVERTEBRATES,
SHS.DTL.2023.007,EP.DTL.2023.610,MACROINVERTEBRATES,
DPN.DTL.2023.006,OD.DTL.2023.611,MACROINVERTEBRATES,
DPN.DTL.2023.006,OD.DTL.2023.612,MACROINVERTEBRATES,
SHS.DTL.2023.006,CO.DTL.2023.613,MACROINVERTEBRATES,
SHS.DTL.2023.006,EP.DTL.2023.614,MACROINVERTEBRATES,
SHS.DTL.2023.006,EP.DTL.2023.615,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.616,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.617,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.618,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.619,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.620,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.621,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.622,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.623,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.624,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.625,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.626,MACROINVERTEBRATES,
DPN.DTL.2023.007,EP.DTL.2023.627,MACROINVERTEBRATES,
DPN.DTL.2023.007,OD.DTL.2023.628,MACROINVERTEBRATES,
DPN.DTL.2023.007,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.629,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.630,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.631,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.632,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.633,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.634,MACROINVERTEBRATES,
DPN.DTL.2023.008,OD.DTL.2023.635,MACROINVERTEBRATES,
DPN.DTL.2023.008,AM.DTL.2023.636,MACROINVERTEBRATES,
SHS.DTL.2023.008,OD.DTL.2023.637,MACROINVERTEBRATES,
SHS.DTL.2023.008,ME.DTL.2023.638,MACROINVERTEBRATES,
SHS.DTL.2023.008,OD.DTL.2023.639,MACROINVERTEBRATES,
SHS.DTL.2023.008,EP.DTL.2023.640,MACROINVERTEBRATES,
SHS.DTL.2023.008,TR.DTL.2023.641,MACROINVERTEBRATES,
SHS.DTL.2023.008,DI.DTL.2023.642,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.643,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.644,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.645,MACROINVERTEBRATES,
DPN.HTL.2023.007,AM.HTL.2023.646,MACROINVERTEBRATES,
DPN.HTL.2023.007,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.HTL.2023.007,EP.HTL.2023.647,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.648,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.649,MACROINVERTEBRATES,
DPN.HTL.2023.007,OD.HTL.2023.650,MACROINVERTEBRATES,
DPN.HTL.2023.007,TR.HTL.2023.651,MACROINVERTEBRATES,
DPN.HTL.2023.007,NULL.DEGRADED,MACROINVERTEBRATES,
DPN.HTL.2023.008,OD.HTL.2023.652,MACROINVERTEBRATES,
DPN.HTL.2023.008,EP.HTL.2023.653,MACROINVERTEBRATES,
DPN.HTL.2023.008,AM.HTL.2023.654,MACROINVERTEBRATES,
DPN.HTL.2023.008,OD.HTL.2023.655,MACROINVERTEBRATES,
DPN.HTL.2023.008,OD.HTL.2023.656,MACROINVERTEBRATES,
DPN.HTL.2023.008,OD.HTL.2023.657,MACROINVERTEBRATES,
DPN.HTL.2023.008,OD.HTL.2023.658,MACROINVERTEBRATES,
DPN.HTL.2023.009,OD.HTL.2023.659,MACROINVERTEBRATES,
DPN.HTL.2023.009,OD.HTL.2023.660,MACROINVERTEBRATES,
DPN.HTL.2023.009,EP.HTL.2023.661,MACROINVERTEBRATES,
DPN.HTL.2023.009,EP.HTL.2023.662,MACROINVERTEBRATES,
DPN.HTL.2023.010,EP.HTL.2023.663,MACROINVERTEBRATES,
DPN.HTL.2023.010,EP.HTL.2023.664,MACROINVERTEBRATES,
DPN.HTL.2023.010,EP.HTL.2023.665,MACROINVERTEBRATES,
SHS.HTL.2023.011,MA.HTL.2023.666,MACROINVERTEBRATES,
SHS.HTL.2023.011,OD.HTL.2023.667,MACROINVERTEBRATES,
SHS.HTL.2023.011,OD.HTL.2023.668,MACROINVERTEBRATES,
SHS.HTL.2023.011,OD.HTL.2023.669,MACROINVERTEBRATES,
SHS.HTL.2023.011,EP.HTL.2023.670,MACROINVERTEBRATES,
SHS.HTL.2023.011,EP.HTL.2023.671,MACROINVERTEBRATES,
SHS.HTL.2023.011,EP.HTL.2023.672,MACROINVERTEBRATES,
SHS.HTL.2023.011,TR.HTL.2023.673,MACROINVERTEBRATES,
SHS.HTL.2023.012,OD.HTL.2023.674,MACROINVERTEBRATES,
SHS.HTL.2023.012,DI.HTL.2023.675,MACROINVERTEBRATES,
SHS.HTL.2023.012,AM.HTL.2023.676,MACROINVERTEBRATES,
SHS.HTL.2023.012,EP.HTL.2023.677,MACROINVERTEBRATES,
SHS.HTL.2023.012,EP.HTL.2023.678,MACROINVERTEBRATES,
SHS.HTL.2023.012,EP.HTL.2023.679,MACROINVERTEBRATES,
DPN.HTL.2023.014,OD.HTL.2023.680,MACROINVERTEBRATES,
DPN.HTL.2023.014,OD.HTL.2023.681,MACROINVERTEBRATES,
DPN.HTL.2023.014,OD.HTL.2023.682,MACROINVERTEBRATES,
