YSAMP_N,FISH_N,Sample_ID,AIREY_N,GEN_N,ORDER,FAMILY,GENUS,SPECIES,TAXA,CODE,LENGTH,WEIGHT,OTOLITH.WEIGHT,SIA_PREPPED,X,FIN,BLOOD,GUT,HEAD,OTOLITH,MAXILLA,OPERCULAR,TISS_SAMP,DRY_W,GONAD,DISEASE,PIC,ARCH,ARCH_N,REMOVED,DEAD,MOLT_S,PANEL_N,COMMENTS.x,OLD_YSAMP_N,STATUS,TAG_CLAR,TAG_MIGR,TAG_FRAG,TAG_CLAR_SHRD,TAG_MIGR_SHRD,TAG_FRAG_SHRD,STK_N,ORIGIN,STR,YR_CL,AGE,AGE_TECH,AGED_BY,X.1,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS.y,SHB_N,REACH_LENGTH,COMMENTS.1,RUN,sample_weight_mg,N2_AMP,N_percent,d15N,CO2_AMP,C_percent,d13C,CO2_Area,d18OVPDB
MWT.TPP.2021.062,ST.TPP.082021.MWT.001,MA-21-176,176,,SALMONIFORMES,SALMONIDAE,SALVELINUS,FONTINALIS,BROOK TROUT,ST,NA,81.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3C,8/19/2021,8/20/2021,13:30,15:12,SUMMER,20,8,2021,6,25.7,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.011,"4,493",14.23,9.16,"2,179",46.22,-30.31,,NA
MWT.TPP.2021.062,GS.TPP.082021.MWT.003,MA-21-177,177,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,NA,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3C,8/19/2021,8/20/2021,13:30,15:12,SUMMER,20,8,2021,6,25.7,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.039,"4,612",14.23,8.19,"2,282",47.22,-31.88,,NA
MWT.LOP.2021.054,BB.LOP.082021.MWT.002,MA-21-178,178,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,155,82.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/19/2021,8/20/2021,16:30,9:55,SUMMER,20,8,2021,2,17.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.042,"4,663",14.34,7.47,"2,231",45.93,-30.45,,NA
MWT.LOP.2021.059,GS.LOP.082021.MWT.001,MA-21-179,179,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,75,4.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.109,"4,837",13.88,7.68,"2,424",46.99,-31.32,,NA
MWT.LOP.2021.054,BB.LOP.082021.MWT.001,MA-21-180,180,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,186,70.8,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/19/2021,8/20/2021,16:30,9:55,SUMMER,20,8,2021,2,17.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.94,"4,157",14.18,8.05,"2,000",45.45,-30.35,,NA
MWT.LOP.2021.059,BB.LOP.082021.MWT.006,MA-21-181,181,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,132,107,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.042,"4,642",14.19,7.95,"2,218",45.55,-30.17,,NA
MWT.LOP.2021.059,CC.LOP.082021.MWT.002,MA-21-182,182,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,93,7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.012,"4,505",14.19,6.69,"2,192",46.29,-25.49,,NA
MWT.LOP.2021.054,PS.LOP.082021.MWT.001,MA-21-183,183,,PERCIFORMES,CENTRARCHIDAE,LEPOMIS,GIBBOSUS,PUMPKINSEED,PS,141,55.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/19/2021,8/20/2021,16:30,9:55,SUMMER,20,8,2021,2,17.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.078,"4,813",14.26,7.76,"2,330",46.46,-28.14,,NA
MWT.LOP.2021.059,CC.LOP.082021.MWT.003,MA-21-184,184,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,87,5.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.088,"4,804",14.1,7.37,"2,337",46.16,-25.45,,NA
MWT.LOP.2021.059,PS.LOP.082021.MWT.003,MA-21-185,185,,PERCIFORMES,CENTRARCHIDAE,LEPOMIS,GIBBOSUS,PUMPKINSEED,PS,111,NA,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.971,"4,332",14.29,7.57,"2,072",45.71,-29.08,,NA
MWT.LOP.2021.054,PS.LOP.082021.MWT.002,MA-21-186,186,,PERCIFORMES,CENTRARCHIDAE,LEPOMIS,GIBBOSUS,PUMPKINSEED,PS,184,65.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/19/2021,8/20/2021,16:30,9:55,SUMMER,20,8,2021,2,17.42,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.993,"4,369",14.13,8.36,"2,109",45.57,-27.88,,NA
MWT.LOP.2021.059,CC.LOP.082021.MWT.001,MA-21-187,187,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,102,9.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.004,"4,424",14.16,7.07,"2,158",46.11,-25.71,,NA
MWT.TPP.2021.062,GS.TPP.082021.MWT.002,MA-21-188,188,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,NA,3.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3C,8/19/2021,8/20/2021,13:30,15:12,SUMMER,20,8,2021,6,25.7,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.013,"4,515",14.24,7.16,"2,220",46.93,-28,,NA
MWT.LOP.2021.053,BK.LOP.082021.MWT.001,MA-21-189,189,,CYPRINODONTIFORMES,FUNDULIDAE,FUNDULUS,DIAPHANUS,BANDED KILLIFISH,BK,56,1.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/19/2021,8/20/2021,16:30,9:53,SUMMER,20,8,2021,1,17.38,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.02,"4,552",14.27,6.7,"2,259",47.52,-27.35,,NA
MWT.LOP.2021.059,CC.LOP.082021.MWT.004,MA-21-190,190,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,63,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.929,"3,991",13.84,7.05,"2,028",46.73,-26.14,,NA
MWT.LOP.2021.055,BB.LOP.082021.MWT.004,MA-21-191,191,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,135,42.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3B,8/19/2021,8/20/2021,16:30,10:07,SUMMER,20,8,2021,3,17.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.997,"4,513",14.47,8.16,"2,154",46.19,-26.92,,NA
MWT.LOP.2021.059,CC.LOP.082021.MWT.005,MA-21-192,192,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,65,2.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3C,8/19/2021,8/20/2021,16:30,11:19,SUMMER,20,8,2021,7,18.82,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.05,"4,550",13.8,6.62,"2,277",46.44,-25.49,,NA
MWT.LOP.2021.055,BB.LOP.082021.MWT.003,MA-21-193,193,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,158,59.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3B,8/19/2021,8/20/2021,16:30,10:07,SUMMER,20,8,2021,3,17.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.968,"3,090",10.34,6.54,"1,572",34.46,-25.4,,NA
MWT.LOP.2021.055,BB.LOP.082021.MWT.005,MA-21-194,194,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,167,103.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3B,8/19/2021,8/20/2021,16:30,10:07,SUMMER,20,8,2021,3,17.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.109,"4,910",14.15,7.47,"2,338",45.31,-27.12,,NA
MWT.LOP.2021.098,BNM.LOP.082121.MWT.003,MA-21-195,195,,CYPRINIFORMES,LEUCISCIDAE,PIMPHALES,NOTATUS,BLUNTNOSE MINNOW,BNM,NA,0.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,1A,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,28,24.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.999,"4,286",13.68,5.99,"2,118",45.1,-25.46,,NA
MWT.LOP.2021.098,BNM.LOP.082121.MWT.001,MA-21-196,196,,CYPRINIFORMES,LEUCISCIDAE,PIMPHALES,NOTATUS,BLUNTNOSE MINNOW,BNM,45,0.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,1A,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,28,24.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.983,"4,063",13.27,5.86,"2,104",45.75,-27.27,,NA
MWT.LOP.2021.098,BNM.LOP.082121.MWT.002,MA-21-197,197,,CYPRINIFORMES,LEUCISCIDAE,PIMPHALES,NOTATUS,BLUNTNOSE MINNOW,BNM,47,0.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,1A,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,28,24.25,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.985,"4,130",13.37,5.49,"2,198",47.62,-26.91,,NA
MWT.TPP.2021.108,GS.TPP.082221.MWT.007,MA-21-198,198,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,87,5.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,4C,8/21/2021,8/22/2021,12:30,14:41,SUMMER,22,8,2021,7,26.18,HOURS,MWT,MESH,DFB,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.018,"4,522",14.18,4.68,"2,212",46.49,-31.37,,NA
MWT.TPP.2021.092,WS.TPP.082121.MWT.002,MA-21-199,199,,CYPRINIFORMES,CATOSTOMIDAE,CATOSTOMUS,COMMERSONII,WHITE SUCKER,WS,164,382,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2A,8/20/2021,8/21/2021,15:41,11:39,SUMMER,21,8,2021,19,19.97,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.99,"4,353",14.09,5.94,"2,123",45.73,-29.7,,NA
MWT.TPP.2021.090,WS.TPP.082121.MWT.001,MA-21-200,200,,CYPRINIFORMES,CATOSTOMIDAE,CATOSTOMUS,COMMERSONII,WHITE SUCKER,WS,106,11.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2B ,8/20/2021,8/21/2021,15:35,11:30,SUMMER,21,8,2021,17,19.92,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.053,"4,471",13.57,6.3,"2,263",45.99,-31.79,,NA
MWT.TPP.2021.091,CC.TPP.082121.MWT.005,MA-21-202,202,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,45,0.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2B ,8/20/2021,8/21/2021,15:35,11:30,SUMMER,21,8,2021,18,19.92,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.96,"3,968",13.25,7.15,"2,037",45.16,-30.09,,NA
MWT.TPP.2021.091,CC.TPP.082121.MWT.004,MA-21-203,203,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,56,1.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2B ,8/20/2021,8/21/2021,15:35,11:30,SUMMER,21,8,2021,18,19.92,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.045,"4,586",14.03,8.07,"2,286",46.75,-29.51,,NA
MWT.LOP.2021.081,CC.LOP.082121.MWT.008,MA-21-204,204,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,94,10.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3B,8/20/2021,8/21/2021,10:07,15:14,SUMMER,21,8,2021,11,29.11,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.94,"4,137",14.12,4.42,"2,001",45.16,-25.69,,NA
MWT.LOP.2021.083,GS.LOP.082121.MWT.005,MA-21-205,205,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,66,2.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3A,8/20/2021,8/21/2021,9:53,15:25,SUMMER,21,8,2021,13,29.54,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.078,"4,798",14.21,6.54,"2,388",47.42,-28.17,,NA
MWT.LOP.2021.081,CC.LOP.082121.MWT.007,MA-21-206,206,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,113,6.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,3B,8/20/2021,8/21/2021,10:07,15:14,SUMMER,21,8,2021,11,29.11,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.92,"3,885",13.56,7.51,"1,912",44.1,-24.86,,NA
MWT.LOP.2021.089,CC.LOP.082121.MWT.011,MA-21-207,207,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,65,1.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.917,"3,843",13.4,6.84,"1,992",46.17,-25.87,,NA
MWT.LOP.2021.089,GS.LOP.082121.MWT.008,MA-21-208,208,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,86,5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.046,"4,585",13.98,7.11,"2,265",46.25,-29.36,,NA
MWT.LOP.2021.089,CC.LOP.082121.MWT.010,MA-21-209,209,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,59,1.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.127,"4,862",13.68,6.69,"2,415",45.77,-26.5,,NA
MWT.LOP.2021.087,CC.LOP.082121.MWT.009,MA-21-210,210,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,66,2.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2A,8/20/2021,8/21/2021,16:30,16:04,SUMMER,21,8,2021,17,24.2,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.03,"4,555",14.08,6.53,"2,268",46.86,-26.21,,NA
MWT.LOP.2021.088,WS.LOP.082121.MWT.003,MA-21-211,211,,CYPRINIFORMES,CATOSTOMIDAE,CATOSTOMUS,COMMERSONII,WHITE SUCKER,WS,NA,146.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2A,8/20/2021,8/21/2021,16:30,16:04,SUMMER,21,8,2021,18,24.2,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.054,"4,490",13.63,5.22,"2,148",43.44,-28.69,,NA
MWT.LOP.2021.091,CC.LOP.082121.MWT.013,MA-21-212,212,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,90,6.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2A,8/21/2021,8/21/2021,16:04,16:40,SUMMER,21,8,2021,21,-0.03,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.046,"4,657",14.2,6.98,"2,290",46.7,-26.72,,NA
