ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,Richness,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70572,6.9,570,Champlain,Lake Placid ,-73.965425,44.29588056,8.15,0,NA,1.45,5.7,0.016,3.2,4.03,1.28,0.071,7.23
1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,99330,5.1,558,Champlain,Saranac Lake ,-74.01070556,44.267825,5.92,0.04,166.1,1.9,10.3,0.056,9.2,4.06,1.1,0.49,6.75
0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,468529,11.1,635,Champlain,Keene Valley ,-73.9057,44.22865833,7.51,0,32.9,0.61,3.4,0.015,1.3,2.84,0.46,0.092,6.43
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55802,6.2,570,Champlain,Keene Valley ,-73.95181389,44.22699167,5.98,0.13,431.2,7.12,7.9,0.046,13.8,8.24,3.78,0.342,6.81
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,544614,3.2,661,Champlain,Keene Valley ,-73.96709167,44.17977222,4.54,0.03,29.5,0.38,2.7,0.01,1.2,2.05,0.47,0.003,6.59
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,345522,6,618,Champlain,Keene Valley ,-73.86014444,44.237825,7.29,0,199.2,2.44,2.7,0.01,4.3,7.15,12,0.009,7.33
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1144425,1.1,620,Champlain,Keene Valley ,-73.87403333,44.22449167,6.87,0,190.7,2.29,2.7,0.003,5.2,7.37,11.01,0.017,7.33
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30733,0.8,695,Champlain,Elizabethtown ,-73.73846944,44.14393889,6.53,0,144,1.59,4.9,0.056,2.7,4.82,0.6,0.031,6.66
1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,685476,2.4,491,Champlain,Keene Valley ,-73.75208056,44.14116111,5.23,0.04,77.8,1.23,2.6,0.014,6.3,2.59,1.01,0.035,6.9
1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1722556,32.2,595,Champlain,Mt. Marcy ,-73.82458333,44.11810833,5.41,0.14,57.6,0.69,3.2,0.014,5.8,2.62,0.6,0.072,6.7
1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2702942,24.8,607,Champlain,Mt. Marcy ,-73.86236111,44.08422222,5.51,0.13,71.3,0.95,3.5,0.031,5.8,2.72,0.69,0.091,6.88
0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,289608,21.8,188,Champlain,Lewis,-73.55624444,44.28477222,6.38,0,538.3,11.56,10.5,0.04,6.8,9.32,1.32,0.446,6.53
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38619,3,190,Champlain,Lewis ,-73.55624444,44.26477222,22.41,0,1062.4,14.08,4.5,0.048,12.5,22.23,3.77,0.63,7.7
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,225399,0.7,225,Champlain,Ausable Forks ,-73.58235833,44.38615833,7.91,0,277.5,3.68,7.1,0.021,3.7,6.72,0.86,0.101,7.41
0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,163602,13.8,262,Champlain,Ausable Forks ,-73.57180278,44.415325,8.53,0,358.8,4.67,5.2,0.023,3.5,7.33,1.21,0.014,7.77
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42981,3.5,262,Champlain,Ausable Forks ,-73.65152778,44.39949167,7.49,0,502.2,5.82,7.7,0.017,2.4,8.79,0.91,0.237,8.84
1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,688509,23.7,465,Champlain,Elizabethtown ,-73.51929444,44.15394167,5.29,0,189.5,2.58,6.2,0.014,0.5,4.52,0.68,0.017,7.13
0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,801569,8.9,460,Champlain,Witherbee ,-73.55290556,44.11283056,4.84,0,169.3,3.02,9.8,0.027,4,5.79,4.97,0.335,6.7
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17303,0.6,465,Champlain,Witherbee ,-73.54123889,44.11255278,4.34,0.01,64.9,NA,7.1,0.041,2.1,1.82,0.59,0.077,6.28
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14170,2.4,174,Champlain,Elizabethtown ,-73.56957778,44.23810556,6.35,0,845,11.23,5.9,0.035,12.4,13.9,10.29,0.827,7.39
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12493,1.2,175,Champlain,Elizabethtown ,-73.60235556,44.21032778,7.5,0,628.2,9.21,4.4,0.066,10.8,10.93,2.22,0.71,7.21
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,498062,4.5,328,Champlain,Elizabethtown ,-73.57818611,44.18088333,7.17,0,524.2,6.59,5.1,0.015,4.8,12.82,22.44,0.021,7.95
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,384926,4.6,527,Champlain,Witherbee ,-73.73208056,44.12394167,4.39,0,72.2,0.99,2.4,0.005,4.8,2.74,0.48,0.006,6.92
0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,163158,4.3,186,Champlain,Port Henry ,-73.48790278,44.06533333,12.78,0.01,931.2,11.59,3.5,0.022,5.2,17.81,3.25,0.148,7.96
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68884,1.1,485,Champlain,Witherbee ,-73.50790556,44.119775,5.48,0,123.8,1.64,7.6,0.013,0.2,4.15,0.71,0.03,6.9
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,414788,9.2,485,Champlain,Elizabethtown ,-73.51346111,44.12783056,5.73,0,73.4,1.15,4.6,0.008,1.5,3.19,0.67,0.02,6.82
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9966,0.8,405,Champlain,Witherbee ,-73.53901667,44.089775,6.01,NA,424.1,6,4.1,0.014,9.3,10.04,11.1,0.234,7.28
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15793,1.9,366,Champlain,Witherbee ,-73.60179444,44.03311111,3.4,0.01,255.9,NA,8.8,0.057,1.6,4.59,1.5,0.21,6.67
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,341927,1.3,460,Champlain,Witherbee ,-73.60318333,44.04033333,3.32,0,86.5,1.2,3.3,0.006,0.4,2.52,0.42,0.014,6.97
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17154,2.3,411,Champlain,Witherbee ,-73.58012778,44.02561111,3.15,0,389.6,4.96,8.2,0.062,4.9,6.92,0.75,0.033,7.51
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83131,5.6,445,Champlain,Witherbee ,-73.57707222,44.01783333,3.71,0,131.6,2.11,6.6,0.005,0.9,3.95,0.63,0.072,6.71
0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,407134,15,411,Champlain,Witherbee ,-73.58429444,44.02588889,5.32,0.01,235.1,3.24,5.6,0.013,1.6,5.69,0.57,0.069,7.26
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77731,1.9,448,Champlain,Witherbee,-73.58262778,44.01588889,4.66,0,148.5,2.23,4.4,0.015,1.6,4.13,0.6,0.016,6.95
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23548,3.6,441,Champlain,Witherbee ,-73.58068333,44.01366667,3.27,0,207.5,3.4,8.1,0.031,0.4,5.19,0.45,0.135,6.69
1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,464363,11.8,328,Champlain,Eagle Lake ,-73.54456944,43.98755556,4.93,0,438.5,5.27,5.6,0.024,2.4,9.74,0.68,0.095,7.59
0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2259559,42.5,399,Champlain,Graphite ,-73.57179167,43.83922778,6.18,0,109.5,1.32,3.6,0.014,0.9,3.45,0.46,0.03,7.12
1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,927908,1,432,Champlain,Graphite ,-73.59401389,43.83783889,6.8,0,102.9,1.2,2.4,0.004,2.7,3.26,0.5,0.005,7.18
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6388,0.8,457,Champlain,Graphite ,-73.59123611,43.83422778,4.19,0,208.2,2.63,7.1,0.013,2.5,4.41,0.49,0.168,6.96
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,844757,29.7,399,Champlain,Graphite ,-73.58234722,43.83756111,6.76,0,98.2,1.31,3.4,0.008,0.9,3.4,0.49,0.018,6.99
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,430135,29.2,335,Champlain,Graphite ,-73.56317778,43.76200556,21.06,0.01,189.7,2.73,4,0.021,3.1,8.15,1.71,0.196,6.8
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14769,0.7,326,Champlain,Whitehall ,-73.486225,43.58256667,2.92,0,530.7,8.81,5.4,0.029,1.8,9.03,0.72,0.33,7.12
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1873608,12.1,261,Champlain,Putnam Mtn. ,-73.54844722,43.485625,7.68,0,321.9,3.74,2.9,0.009,2,7.17,0.73,0.02,7.55
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53046,0.9,381,Champlain,Putnam Mtn. ,-73.60233889,43.46284722,6.99,0,194.8,2.31,6.9,NA,1,3.89,0.64,0.055,8.69
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4197790,26.7,138,Champlain,Putnam Mtn. ,-73.57705833,43.41451389,8.75,0,426.5,5.45,3.2,0.016,3.8,10.08,1.16,0.021,7.87
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43159,5.5,343,St. Lawrence - Canada,Churubusco ,-73.90320833,44.96059722,3.35,0.01,180,NA,9.8,0.006,0.1,3.37,0.35,0.234,7.07
0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1146411,66.1,399,St. Lawrence - Canada,Brainardsville ,-74.00653611,44.80671111,6.74,0,425.1,4.72,4.5,0.01,3.7,7.82,2.04,0.081,7.74
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,832004,43.3,501,St. Lawrence - Canada,Ellenburg Center ,-73.8932,44.753375,9.18,0,813.5,10.37,5.7,0.019,0.8,16.84,4.59,0.128,8.56
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28947,4.5,393,St. Lawrence - Canada,Chasm Falls ,-74.19099167,44.76449444,6.24,0,152.5,1.94,5.8,0.019,6,3.5,0.85,0.177,7.1
0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8637690,45.4,426,St. Lawrence - Canada,Lake Titus ,-74.28599722,44.74088611,4.79,0,238.9,3.22,4.5,0.007,1.6,4.7,1.41,0.027,7.49
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10261,1.5,450,St. Lawrence - Canada,Owls Head ,-74.18126667,44.73838333,5.8,0,356.1,4.54,5.5,0.015,6.1,7.25,2.66,0.058,7.78
1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1590021,12.4,477,St. Lawrence - Canada,Owls Head ,-74.1996,44.63005,6.38,0,126.9,1.93,3.2,0.006,5.5,4.45,0.76,0.028,7.44
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,301367,22.8,500,St. Lawrence - Canada,Debar Mtn. ,-74.13765278,44.59755,1.48,0,-7.9,0.13,6.1,0.009,0,0.54,0.15,0.056,5.02
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25377,4.6,509,St. Lawrence - Canada,Loon Lake ,-74.11543056,44.58032778,3.84,0,493.1,7.6,6.1,NA,5.4,7.41,1.21,0.11,6.84
1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1933109,14.5,501,St. Lawrence - Canada,Brainardsville ,-74.11070833,44.76949167,4.77,0,105.7,1.57,4.3,0.009,2.8,2.98,0.48,0.06,6.94
0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,542542,97.1,453,St. Lawrence - Canada,Ragged Lake ,-74.13626389,44.705325,5,0.01,406.9,4.64,6.7,0.016,4.4,6.56,1.05,0.342,9.16
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3769281,74,453,St. Lawrence - Canada,Owls Head ,-74.12876389,44.71199167,4.86,0,214.1,2.53,5.1,0.022,0.8,3.6,0.84,0.062,7.43
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3434,0.4,459,St. Lawrence - Canada,Ragged Lake ,-74.10793056,44.69088056,6.99,0,26,0.44,3.8,0.02,0.3,1.71,0.63,0.027,6.22
1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,149301,1.8,454,St. Lawrence - Canada,Ragged Lake ,-74.11098611,44.68643611,3.02,0,429,6.04,3.9,0.009,3.2,5.74,0.86,0.105,7.56
0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3890189,68.3,528,St. Lawrence - Canada,Ragged Lake ,-74.06653889,44.70754444,4.91,NA,96.9,10.09,11.5,0.011,2.8,3.13,0.67,0.311,6.54
1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34377,5.9,532,St. Lawrence - Canada,Ragged Lake ,-74.06514722,44.74448889,3.69,0,70.8,2.93,24.6,0.026,7.4,2.93,0.73,1.302,5.58
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,130708,14.3,539,St. Lawrence - Canada,Brainardsville ,-74.06626111,44.77282222,5.03,0,132.8,2.39,11.7,0.018,7.3,3.33,0.88,0.275,6.5
1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,487930,43.8,520,St. Lawrence - Canada,Ragged Lake ,-74.09515,44.65199167,4.73,0,151.7,1.94,7.3,0.018,2.6,3.12,0.78,0.041,7.34
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20187,1.9,479,St. Lawrence - Canada,Loon Lake ,-74.07515,44.600325,7.16,0,603,8.77,3.1,0.04,5.5,9.01,1.11,0.062,7.32
1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,111471,7.5,311,St. Lawrence - Canada,St. Regis Falls ,-74.52850556,44.70700278,7.46,NA,1543.9,18.59,3.8,0.018,6.5,22.77,1.38,0.234,9.14
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1773001,157.6,444,St. Lawrence - Canada,Lake Titus ,-74.31988611,44.65783056,4.86,NA,366.2,4.3,12.7,0.024,5.2,5.72,2.01,0.651,7.18
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17787,1.4,449,St. Lawrence - Canada,Lake Titus ,-74.27877222,44.65060833,6.28,0,569,7.63,6.5,0.028,4.6,8.26,1.22,0.091,7.55
0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,179577,21.2,444,St. Lawrence - Canada,Lake Titus ,-74.28932778,44.66033056,5.84,0.09,494.4,7.52,4.4,0.024,6.3,7.9,2.54,0.31,7.2
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,611449,8.1,445,St. Lawrence - Canada,Lake Titus ,-74.31544167,44.68671944,5.15,NA,214.5,2.51,7.5,0.024,2.8,4.88,4.46,0.273,7.52
0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,69077,16.4,445,St. Lawrence - Canada,Lake Titus ,-74.27877222,44.66838611,7.03,NA,793.4,1.2,2.9,0.01,9.9,15.21,1.52,0.037,8.93
1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46955,3.3,466,St. Lawrence - Canada,Meacham Lake ,-74.27932778,44.59560833,6.41,0.15,610.6,7.92,2.6,0.008,10.5,7.16,6.48,0.047,7.6
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117337,7.3,451,St. Lawrence - Canada,Meacham Lake ,-74.26265833,44.61394167,5.36,0,406.8,4.85,10.1,0.032,11,6.66,1.77,0.625,7.19
0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,459139,6.9,396,St. Lawrence - Canada,Rainbow Falls ,-74.77213611,44.55839444,3.97,0,57.2,1.48,5.6,0.012,0.1,2.36,0.53,0.055,6.84
